"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, EmulTrap, NoKbd";"Fuzzball (c) 1991 System 3 - 2 disks.";"1991 System 3";"whdload";"0";"Fuzzball";"Fuzzball";"1857355";"F\Fuzzball\Fuzzball.Slave";"4096";"F\Fuzzball";"524288";"Fuzzball";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Gadgets Lost In Time ? 1993 ESP.";"1993 ESP";"whdload";"0";"Gadgets Lost In Time";"GadgetLostInTime";"1492243";"G\GadgetLostInTime\GadgetLostInTime.slave";"4096";"G\GadgetLostInTime";"524288";"GadgetLostInTime";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Gainforce by Infernal Byte System (c) 1991 - 1 disk.";"1990 Infernal Byte System";"whdload";"0";"Gainforce";"Gainforce";"912752";"G\Gainforce\Gainforce.Slave";"4096";"G\Gainforce";"524288";"Gainforce";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Galactic (c) 1993 Stavros Fasoulas. Galactic";"1993 Stavros Fasoulas";"whdload";"0";"Galactic";"GalacticTheXmasEdition1MB";"406248";"G\GalacticTheXmasEdition1MB\GalacticTheXmasEdition1MB.Slave";"0";"G\GalacticTheXmasEdition1MB";"524288";"GalacticTheXmasEdition";"OCS/ECS";"";"1MB";"";"";""
"NoError, EmulTrap";"Galactic Warrior Rats by Summit Software (c) 1992 - 1 disk.";"1992 Summit Software";"whdload";"0";"Galactic Warrior Rats";"GalacticWarriorRats";"913663";"G\GalacticWarriorRats\GalacticWarriorRats.slave";"0";"G\GalacticWarriorRats";"524288";"GalacticWarriorRats";"OCS/ECS";"";"";"";"";""
"NoError";"Galaga'92 (c) 1992 Cool-G - 1 archive :)";"1992 Cool-G";"whdload";"0";"Galaga";"Galaga92";"307463";"G\Galaga92\Galaga92.Slave";"0";"G\Galaga92";"524288";"Galaga92";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Galaxy '89 by Kingsoft (c) 1989";"1989 Kingsoft";"whdload";"0";"Galaxy 89";"Galaxy89";"421117";"G\Galaxy89\Galaxy89.slave";"0";"G\Galaxy89";"524288";"Galaxy89";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Galaxy Blast (c) 1991 Reaction.";"1991 Reaction";"whdload";"0";"Galaxy Blast";"GalaxyBlast";"908876";"G\GalaxyBlast\GalaxyBlast.Slave";"4096";"G\GalaxyBlast";"524288";"GalaxyBlast";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Galaxy Force 2 by Activision/Dementia (c) 1990 - 1 disk.";"1991 Code Masters";"whdload";"0";"Galaxy Force 2";"GalaxyForce2";"913977";"G\GalaxyForce2\GalaxyForce2.slave";"0";"G\GalaxyForce2";"524288";"GalaxyForce2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Game Of Harmony (c) 1990 Assembly Line/Accolade/US";"1990 Assembly Line/Accolade/US Gold";"whdload";"0";"Game Of Harmony";"GameOfHarmony";"386898";"G\GameOfHarmony\GameOfHarmony.Slave";"0";"G\GameOfHarmony";"524288";"GameOfHarmony";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"The Games: Summer Edition (c) 1988 Code Monkeys/";"1988 Code Monkeys/Epyx/US Gold";"whdload";"0";"The Games: Summer Edition";"GamesSummerEdition";"1717694";"G\GamesSummerEdition\GamesSummerEdition.Slave";"4096";"G\GamesSummerEdition";"524288";"GamesSummerEdition";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Ganymed ? 1988 Euroline Software";"1988 Euroline Software";"whdload";"0";"Ganymed";"Ganymed";"502306";"G\Ganymed\Ganymed.slave";"4096";"G\Ganymed";"524288";"Ganymed";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Garfield: A Winter's Tail (c) 1989 The Edge - 1";"1989 The Edge";"whdload";"0";"Garfield: A Winter";"GarfieldAWintersTail";"930808";"G\GarfieldAWintersTail\GarfieldAWintersTail.Slave";"0";"G\GarfieldAWintersTail";"524288";"GarfieldAWintersTail";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Gary Lineker's Hot-Shot! (c) 1990 Gremlin - 1 disk.";"1990 Gremlin";"whdload";"0";"Gary Lineker";"GaryLinekersHotShot";"534717";"G\GaryLinekersHotShot\GaryLinekersHotShot.Slave";"4096";"G\GaryLinekersHotShot";"524288";"GaryLinekersHotShot";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Gauntlet 2 (c) 1986/1988 Atari/US Gold, and the";"1988 Atari";"whdload";"1024";"Gauntlet 2";"Gauntlet2";"979818";"G\Gauntlet2\Gauntlet2.slave";"0";"G\Gauntlet2";"524288";"Gauntlet2";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, ClearMem";"Gauntlet 3 (c) 1991 Tengen/U.S. Gold.";"1991 U.S. Gold";"whdload";"1024";"Gauntlet 3";"Gauntlet3";"2067244";"G\Gauntlet3\Gauntlet3.slave";"0";"G\Gauntlet3";"524288";"Gauntlet3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Gazza 2 (c) 1991 Empire - 1 disk.";"1991 Empire";"whdload";"0";"Gazza 2";"Gazza2";"476941";"G\Gazza2\Gazza2.Slave";"0";"G\Gazza2";"524288";"Gazza2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Gear Works (c) 1993 Hollyware - 1 disk.";"1993 Hollyware";"whdload";"0";"Gear Works";"GearWorks";"821099";"G\GearWorks\GearWorks.Slave";"0";"G\GearWorks";"524288";"GearWorks";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Gemini Wing ? 1989 Sales Curve.";"";"whdload";"0";"";"GeminiWing";"788260";"G\GeminiWing\GeminiWing.slave";"";"G\GeminiWing";"524288";"GeminiWing";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Gem Stone Legend ? 1990 Loriciel.";"1990 Loriciel ";"whdload";"0";"Gem Stone Legend";"GemStoneLegend";"1617030";"G\GemStoneLegend\GemStoneLegend.Slave";"0";"G\GemStoneLegend";"524288";"GemStoneLegend";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Gemx (c) 1990/1991 Demonware/Kaiko, original";"";"whdload";"0";"";"GemX";"895241";"G\GemX\GemX.slave";"";"G\GemX";"524288";"GemX";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Ghost Battle by Thalion (c) 1991 - 1 disk.";"1991 Thalion";"whdload";"0";"Ghost Battle";"GhostBattle";"1013576";"G\GhostBattle\GhostBattle.Slave";"4096";"G\GhostBattle";"524288";"GhostBattle";"OCS/ECS";"";"";"";"";""
"NoError";"Ghostbusters 2 ? 1989 Activision.";"1989 Activision";"whdload";"0";"Ghostbusters 2";"Ghostbusters2";"1839300";"G\Ghostbusters2\Ghostbusters2.Slave";"0";"G\Ghostbusters2";"524288";"Ghostbusters2";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Ghouls n Ghosts, ?1989 US Gold / CapCom";"1989 US Gold / CapCom";"whdload";"0";"Ghouls n Ghosts";"GhoulsNGhosts";"991482";"G\GhoulsNGhosts\GhoulsNGhosts.Slave";"0";"G\GhoulsNGhosts";"524288";"GhoulsNGhosts";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Giganoid ?1988 Swiss Computer Arts";"1988 Swiss Computer Arts";"whdload";"0";"Giganoid";"Giganoid";"497846";"G\Giganoid\Giganoid.slave";"4096";"G\Giganoid";"524288";"Giganoid";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Gladiators ? 1989 Smash 16.";"1989 Smash 16";"whdload";"0";"Gladiators";"Gladiators";"984336";"G\Gladiators\Gladiators.slave";"0";"G\Gladiators";"524288";"Gladiators";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Globulus (c) 1990 Innerprise.";"";"whdload";"1024";"";"Globulus";"728021";"G\Globulus\Globulus.slave";"";"G\Globulus";"524288";"Globulus";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"G-LOC by US Gold (c) 1992 - 1 disk.";"1992 US Gold";"whdload";"0";"G-LOC";"GLOCR360";"541677";"G\GLOCR360\GLOCR360.slave";"0";"G\GLOCR360";"524288";"GLOCR360";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"G.Nius ? 1988 LANKHOR.";"1988 Lankhor ";"whdload";"0";"G.nius";"GNius";"1234050";"G\GNius\GNius.Slave";"0";"G\GNius";"524288";"GNius";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Gnome Alone by Visionaires (c) 1991 - 1 disk.";"1991 Visionaires";"whdload";"0";"Gnome Alone";"GnomeAlone";"835878";"G\GnomeAlone\GnomeAlone.Slave";"0";"G\GnomeAlone";"524288";"GnomeAlone";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"";"";"whdload";"0";"";"Godfather";"4433754";"G\Godfather\Godfather.Slave";"";"G\Godfather";"524288";"Godfather";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Golden Axe (c) 1989 Virgin (1 disk version).";"1989 Virgin";"whdload";"0";"Golden Axe";"GoldenAxe";"976850";"G\GoldenAxe\GoldenAxe.Slave";"4096";"G\GoldenAxe";"524288";"GoldenAxe";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Gold of the Aztecs ? 1990/91 U.S. Gold.";"1990 US Gold";"whdload";"0";"Gold of the Aztecs";"GoldOfTheAztecs";"1744907";"G\GoldOfTheAztecs\GoldOfTheAztecs.Slave";"0";"G\GoldOfTheAztecs";"524288";"GoldOfTheAztecs";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Goldrunner ? 1987 Microdeal";"1987 Microdeal";"whdload";"0";"Goldrunner";"Goldrunner";"313633";"G\Goldrunner\Goldrunner.Slave";"0";"G\Goldrunner";"524288";"Goldrunner";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"GoldRunner 2 ? 1988-89 Microdeal.";"1989 Microdeal ";"whdload";"0";"Gold Runner II";"Goldrunner2";"598402";"G\Goldrunner2\Goldrunner2.Slave";"0";"G\Goldrunner2";"524288";"Goldrunner2";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"GoldRunner 2 ? 1988-89 Microdeal.";"1989 Microdeal ";"whdload";"0";"Gold Runner II";"Goldrunner2&SceneryDisks";"1298919";"G\Goldrunner2&SceneryDisks\Goldrunner2&SceneryDisks.Slave";"0";"G\Goldrunner2&SceneryDisks";"524288";"Goldrunner2s";"OCS/ECS";"";"";"";"";"SceneryDisk"
"NoError, EmulTrap";"Graeme Souness Soccer Manager by Zeppelin (c) 1992 - 1 disk.";"1992 Zeppelin";"whdload";"0";"Graeme Souness Soccer Manager";"GraemeSounessSoccerManagr";"711930";"G\GraemeSounessSoccerManagr\GraemeSounessSoccerManagr.Slave";"0";"G\GraemeSounessSoccerManagr";"524288";"GraemeSounessSoccerManagr";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"";"1989 Rainbow Arts";"whdload";"0";"Grand Monster Slam";"GrandMonsterSlam";"927335";"G\GrandMonsterSlam\GrandMonsterSlam.Slave";"0";"G\GrandMonsterSlam";"524288";"GrandMonsterSlam";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Grand Prix Master (c) 1989 Dinamic - 1 disk.";"1989 Dinamic";"whdload";"0";"Grand Prix Master";"GrandPrixMaster";"414947";"G\GrandPrixMaster\GrandPrixMaster.Slave";"0";"G\GrandPrixMaster";"524288";"GrandPrixMaster";"OCS/ECS";"";"";"";"";""
"EmulTrap, ClearMem";"";"1989 Kingsoft";"whdload";"0";"Gravity Force";"GravityForce";"932674";"G\GravityForce\GravityForce.Slave";"0";"G\GravityForce";"524288";"GravityForce";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Great Courts / Pro Tennis Tour ? 1989 Blue Byte/Ubi Soft";"1993 Ubi Soft";"whdload";"0";"Great Courts / Pro Tennis Tour";"GreatCourts";"933108";"G\GreatCourts\GreatCourts.slave";"0";"G\GreatCourts";"524288";"GreatCourts";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Great Giana Sisters (c) 1988 Timewarp/Rainbow Arts.";"1988 Timewarp/Rainbow Arts";"whdload";"0";"The Great Giana Sisters";"GreatGianaSisters";"917884";"G\GreatGianaSisters\GreatGianaSisters.slave";"4096";"G\GreatGianaSisters";"524288";"GreatGianaSisters";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Gremlins 2: The new batch ? 1990 Elite";"1990 Elite";"whdload";"0";"Gremlins 2: The new batch";"Gremlins2";"872502";"G\Gremlins2\Gremlins2.Slave";"0";"G\Gremlins2";"524288";"Gremlins2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Guldkorn Expressen by Silver Rock - 1 disk.";"19xx SilverRock";"whdload";"0";"Guldkorn Expressen";"GuldkornExpressenDk512KB";"844148";"G\GuldkornExpressenDk512KB\GuldkornExpressenDk512KB.slave";"0";"G\GuldkornExpressenDk512KB";"524288";"GuldkornExpressen";"OCS/ECS";"Dk";"512KB";"";"";""
"NoError";"Gunshoot (c) 1988 Micropartner - 1 disk.";"1988 Micropartner";"whdload";"0";"Gunshoot";"Gunshoot";"180380";"G\Gunshoot\Gunshoot.Slave";"0";"G\Gunshoot";"524288";"Gunshoot";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Guy Spy ? 1989 ReadySoft (4 disks).";"1989 Ready Soft";"whdload";"0";"Guy Spy";"GuySpy";"4155546";"G\GuySpy\GuySpy.Slave";"0";"G\GuySpy";"528384";"GuySpy";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"The Halley Project (c) 1986 Mindscape - 1 disk.";"1986 Mindscape";"whdload";"0";"The Halley Project";"HalleyProject";"927566";"H\HalleyProject\HalleyProject.Slave";"0";"H\HalleyProject";"524288";"HalleyProject";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Hammerboy by Dinamic (c) 1990 - 1 disk.";"1990 Dinamic";"whdload";"0";"Hammerboy";"HammerBoy";"668264";"H\HammerBoy\HammerBoy.slave";"0";"H\HammerBoy";"524288";"HammerBoy";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Hammerfist by Vivid Image (c) 1990 - 1 disk.";"1990 Vivid Image";"whdload";"0";"Hammerfist";"Hammerfist";"798457";"H\Hammerfist\Hammerfist.slave";"0";"H\Hammerfist";"524288";"Hammerfist";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd";"Hard'n'Heavy (c) 1989 Reline.";"1989 Reline";"whdload";"0";"Hard";"HardNHeavy";"704631";"H\HardNHeavy\HardNHeavy.slave";"0";"H\HardNHeavy";"524288";"HardNHeavy";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Harlequin ? 1990 Gremlin.";"1992 Gremlin";"whdload";"0";"Harlequin";"Harlequin512KB";"2857448";"H\Harlequin512KB\Harlequin512KB.Slave";"0";"H\Harlequin512KB";"524288";"Harlequin";"OCS/ECS";"";"512KB";"";"";""
"NoError, EmulTrap";"Harley Davidson ? 1990 MINDSCAPE.";"1990 Mindscape";"whdload";"0";"Harley Davidson";"HarleyDavidson";"941322";"H\HarleyDavidson\HarleyDavidson.Slave";"0";"H\HarleyDavidson";"524288";"HarleyDavidson";"OCS/ECS";"";"";"";"";""
"NoError";"HATE by Gremlin (c) 1990 - 1 disk.";"19xx Gremlin";"whdload";"0";"HATE";"HATE";"460064";"H\HATE\HATE.slave";"0";"H\HATE";"524288";"HATE";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Hawkeye by Thalamus (c) 1988 - 1 disk.";"1988 Thalamus";"whdload";"0";"Hawkeye";"Hawkeye";"895956";"H\Hawkeye\Hawkeye.slave";"0";"H\Hawkeye";"524288";"Hawkeye";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Head over Heels (c) 1991 Ocean.";"";"whdload";"0";"";"HeadOverHeels";"223508";"H\HeadOverHeels\HeadOverHeels.slave";"";"H\HeadOverHeels";"524288";"HeadOverHeels";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Heavy Metal by Access (c) 1990 - 1 disk.";"1990 Access";"whdload";"0";"Heavy Metal";"HeavyMetal";"929393";"H\HeavyMetal\HeavyMetal.slave";"0";"H\HeavyMetal";"524288";"HeavyMetal";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd, ClearMem";"Heavy Metal Heroes (Gold edition) ? 1991 PLayers.";"1991 Players ";"whdload";"0";"Heavy Metal Heroes (Gold Edition)";"HeavyMetalHeroes";"833388";"H\HeavyMetalHeroes\HeavyMetalHeroes.Slave";"0";"H\HeavyMetalHeroes";"524288";"HeavyMetalHeroes";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Hellbent, ?1988 Novagen Software";"1988 Novagen Software";"whdload";"0";"- H E L L B E N T -";"Hellbent";"494361";"H\Hellbent\Hellbent.Slave";"0";"H\Hellbent";"524288";"Hellbent";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd, ClearMem";"Hellfire Attack (c) 1988 Martech - 1 disk.";"1988 Martech";"whdload";"0";"Hellfire Attack";"HellfireAttack";"131342";"H\HellfireAttack\HellfireAttack.Slave";"0";"H\HellfireAttack";"524288";"HellfireAttack";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hellraider by Atari (c) 19?? - 1 disk.";"19?? Atari";"whdload";"0";"Hellraider";"Hellraider";"798104";"H\Hellraider\Hellraider.slave";"0";"H\Hellraider";"524288";"Hellraider";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Hell Raisers ?1988 Exocet";"1988 Exocet";"whdload";"0";"Hell Raisers";"HellRaisers";"708982";"H\HellRaisers\HellRaisers.Slave";"4096";"H\HellRaisers";"389120";"HellRaisers";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Hellrun Machine by Amiga Fun (c) 199? - 1 disk.";"199x Amiga Fun";"whdload";"0";"Hellrun Machine";"HellrunMachine";"911266";"H\HellrunMachine\HellrunMachine.Slave";"0";"H\HellrunMachine";"524288";"HellrunMachine";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Helter Skelter (c) 1990 Audiogenic.";"1990 Audiogenic";"whdload";"0";"Helter Skelter";"HelterSkelter";"339017";"H\HelterSkelter\HelterSkelter.Slave";"0";"H\HelterSkelter";"524288";"HelterSkelter";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Heroes Of The Lance ? 1988 SSI.";"1988 SSI";"whdload";"0";"Heroes of the Lance";"HeroesOfTheLance";"1203926";"H\HeroesOfTheLance\HeroesOfTheLance.slave";"0";"H\HeroesOfTheLance";"524288";"HeroesOfTheLance";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"1991 Gremlin Graphics Ltd.";"whdload";"0";"Hero Quest & Return of the Witchlord";"HeroQuest";"963610";"H\HeroQuest\HeroQuest.Slave";"0";"H\HeroQuest";"524288";"HeroQuest";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"1991 Gremlin Graphics Ltd.";"whdload";"0";"Hero Quest & Return of the Witchlord";"HeroQuest&ReturnWitchLord";"1864746";"H\HeroQuest&ReturnWitchLord\HeroQuest&ReturnWitchLord.Slave";"0";"H\HeroQuest&ReturnWitchLord";"524288";"HeroQuest&ReturnWitchLord";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"High Steel (c) 1989 Screen 7";"1989 Screen 7";"whdload";"0";"High Steel";"HighSteel";"361868";"H\HighSteel\HighSteel.Slave";"0";"H\HighSteel";"524288";"HighSteel";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hill Street Blues by Krisalis (c) 1990 - 1 disk.";"1991 Krisalis";"whdload";"0";"Hill Street Blues";"HillStreetBlues";"927325";"H\HillStreetBlues\HillStreetBlues.Slave";"0";"H\HillStreetBlues";"524288";"HillStreetBlues";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Hollywood Poker ? 1987 reLINE";"1987 reLINE";"whdload";"0";"Hollywood Poker";"HollywoodPoker";"801495";"H\HollywoodPoker\HollywoodPoker.Slave";"0";"H\HollywoodPoker";"524288";"HollywoodPoker";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Hollywood Poker Pro ? 1991 Reline/Softgold";"1991 Reline";"whdload";"0";"Hollywood Poker Pro";"HollywoodPokerPro";"1615653";"H\HollywoodPokerPro\HollywoodPokerPro.slave";"0";"H\HollywoodPokerPro";"524288";"HollywoodPokerPro";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Hong Kong Phooey (c) 1990 Hi-Tec - 1 disk.";"1990 Hi-Tec";"whdload";"0";"Hong Kong Phooey";"HongKongPhooey";"375594";"H\HongKongPhooey\HongKongPhooey.Slave";"0";"H\HongKongPhooey";"524288";"HongKongPhooey";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Horror Zombies From The Crypt ? 1991 Millenium.";"1991 Millenium";"whdload";"0";"Horror Zombies From the Crypt";"HorrorZombiesFromTheCrypt";"826995";"H\HorrorZombiesFromTheCrypt\HorrorZombiesFromTheCrypt.Slave";"0";"H\HorrorZombiesFromTheCrypt";"524288";"HorrorZombiesFromTheCrypt";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd, ClearMem";"Hostile Breed ? 1993 Palace/Titus.";"1993 Palace/Titus";"whdload";"0";"Hostile Breed";"HostileBreed";"2076703";"H\HostileBreed\HostileBreed.Slave";"0";"H\HostileBreed";"524288";"HostileBreed";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Hot Rod (c) 1990 Activision/SEGA";"1990 Activision/SEGA";"whdload";"0";"Hot Rod";"HotRod";"533355";"H\HotRod\HotRod.Slave";"4096";"H\HotRod";"524288";"HotRod";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Hotshot (c) 1988 Prism Leisure Corporation - 1 disk.";"1988 Prism Leisure Corporation ";"whdload";"0";"Hotshot";"Hotshot";"575448";"H\Hotshot\Hotshot.Slave";"32768";"H\Hotshot";"524288";"Hotshot";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Huckleberry Hound (c) 1993 Alternative - 1 disk.";"1993 Quex Development Ltd";"whdload";"0";"Huckleberry Hound";"HuckleberryHound";"722043";"H\HuckleberryHound\HuckleberryHound.Slave";"0";"H\HuckleberryHound";"524288";"HuckleberryHound";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Hudson Hawk ? 1991 Ocean.";"1991 Ocean";"whdload";"0";"Hudson Hawk";"HudsonHawk";"1098383";"H\HudsonHawk\HudsonHawk.Slave";"0";"H\HudsonHawk";"524288";"HudsonHawk";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Human Killing Machine ? 1988 Go!.";"1988 Go!";"whdload";"0";"Human Killing Machine";"HumanKillingMachine";"846617";"H\HumanKillingMachine\HumanKillingMachine.slave";"0";"H\HumanKillingMachine";"524288";"HumanKillingMachine";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Human Race: The Jurassic Levels ? 1993 Mirage.";"1993 Mirage";"whdload";"0";"Human Race: The Jurassic Levels";"Humans2";"2345858";"H\Humans2\Humans2.slave";"0";"H\Humans2";"524288";"Humans2";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Hunter (c) 1990 Activision, french, english and german";"1990 Activision";"whdload";"0";"Hunter";"Hunter";"1238376";"H\Hunter\Hunter.slave";"0";"H\Hunter";"524288";"Hunter";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Hunt for Red October by Grandslam (c) 1990 - 1 disk.";"1990 Grandslam";"whdload";"0";"The Hunt For Red October";"HuntForRedOctoberTheMovie";"914073";"H\HuntForRedOctoberTheMovie\HuntForRedOctoberTheMovie.Slave";"0";"H\HuntForRedOctoberTheMovie";"524288";"HuntForRedOctoberTheMovie";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Hybris (c) 1988 Discovery International.";"1988 Discovery Software";"whdload";"0";"Hybris";"Hybris";"736132";"H\Hybris\Hybris.Slave";"4096";"H\Hybris";"524288";"Hybris";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hydra (c) 1991 Domark/Tengen - 2 disks.";"1991 Domark/Tengen";"whdload";"0";"Hydra";"Hydra";"1245090";"H\Hydra\Hydra.Slave";"0";"H\Hydra";"524288";"Hydra";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd, ClearMem";"Hyperdome ? 1989 Exocet.";"1989 Exocet";"whdload";"0";"Hyperdome";"Hyperdome";"925981";"H\Hyperdome\Hyperdome.Slave";"0";"H\Hyperdome";"524288";"Hyperdome";"OCS/ECS";"";"";"";"";""
"NoError, EmulDivZero";"Hyperion ? 1992 Black Lengend/Offence software.";"1992 Offence Software/Black Legend ";"whdload";"0";"Hyperion";"Hyperion";"490228";"H\Hyperion\Hyperion.Slave";"0";"H\Hyperion";"524288";"Hyperion";"OCS/ECS";"";"";"";"";""
"NoError";"Ice Runner (c) 1991 Magic Soft - 1 disk.";"1991 Magic Soft";"whdload";"0";"Ice Runner";"IceRunner";"466581";"I\IceRunner\IceRunner.Slave";"0";"I\IceRunner";"524288";"IceRunner";"OCS/ECS";"";"";"";"";""
"Disk, ClearMem";"";"1987-1989 SNK / Elite";"whdload";"0";"Ikari Warriors";"IkariWarriors";"514785";"I\IkariWarriors\IkariWarriors.Slave";"0";"I\IkariWarriors";"524288";"IkariWarriors";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Ilyad ? 1989 Ubi Soft.";"1989 Ubi Soft ";"whdload";"0";"Ilyad";"Ilyad";"1025759";"I\Ilyad\Ilyad.slave";"0";"I\Ilyad";"524288";"Ilyad";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Impact! ? 1987 ASL";"1987 ASL";"whdload";"0";"Impact!";"Impact";"407508";"I\Impact\Impact.Slave";"4096";"I\Impact";"524288";"Impact";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Impact! ? 1987 ASL";"1987 ASL";"whdload";"0";"Impact!";"Impact95";"407680";"I\Impact95\Impact95.Slave";"4096";"I\Impact95";"524288";"Impact95";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd";"Impossamole ? Gremlin/Core Design.";"Core Design/Gremlin";"whdload";"0";"Impossamole";"Impossamole";"975381";"I\Impossamole\Impossamole.Slave";"0";"I\Impossamole";"524288";"Impossamole";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, ClearMem";"";"1989 Lucasfilm Games/Ocean/U.S.Gold/Tiertex";"whdload";"0";"Indiana Jones and the Last Crusade (Arcade)";"IndianaJonesLastCrusAct";"985744";"I\IndianaJonesLastCrusAct\IndianaJonesLastCrusAct.Slave";"4096";"I\IndianaJonesLastCrusAct";"524288";"IndianaJonesLastCrusAct";"OCS/ECS";"";"";"";"";""
