"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"ColorCrime\ColorCrime.Slave";"NoError, EmulTrap, ClearMem";"Color Crime 1992 X-Trade.";"Color Crime";"1992 X-Trade";"0";"C\ColorCrime_v1.0_XTrade.lha";"ColorCrime";"ColorCrime";"0";"whdload";"524288";"1820117";"ColorCrime";"OCS/ECS";"";"";"";"";"";"color crime trade";"Best";"3.561522";"Pouet";"";"";"X-Trade";"c\color-crime-x-trade";"musicdisk";"";"http://content.pouet.net/files/screenshots/00050/00050556.png";"june 1992";"Color Crime";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=50556";"color crime colorcrime x trade colorcrimextrade"
"Colors\Colors.Slave";"NoError, EmulTrap, ClearMem";"Colors ? 1991 Devils";"Colors";"1991 Devils";"270336";"C\Colors_v1.0_Devils.lha";"Colors";"Colors";"0";"whdload";"524288";"924229";"Colors";"OCS/ECS";"";"";"";"";"";"colors devils";"Exact";"100";"Pouet";"amiga demo";"2nd";"Devils";"c\colors-devils";"demo";"Iris New Year Conference 1991";"http://content.pouet.net/files/screenshots/00010/00010253.png";"december 1991";"Colors";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10253";"colors colors devils colorsdevils"
"Coma\Coma.Slave";"NoError, ClearMem";"Coma ? 1990 Rebels";"Coma";"1990 Rebels";"4096";"C\Coma_v1.0_Rebels.lha";"Coma";"Coma";"0";"whdload";"524288";"249248";"Coma";"OCS/ECS";"";"";"";"";"";"coma rebels";"Exact";"100";"Pouet";"";"";"Rebels";"c\coma-rebels";"demo";"";"http://content.pouet.net/files/screenshots/00001/00001650.png";"january 1990";"Coma";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=1650";"coma coma rebels comarebels"
"CompactMusicDisk1\CompactMusicDisk1.Slave";"NoError, EmulTrap, ClearMem";"Compact Music Disk 1 1990 Semtex.";"Compact Music Disk 1";"1990 Semtex";"0";"C\CompactMusicDisk1_v1.0_Semtex.lha";"CompactMusicDisk1";"CompactMusicDisk1";"0";"whdload";"524288";"750834";"CompactMusicDisk1";"OCS/ECS";"";"";"";"";"";"compact music disk 1 semtex";"Exact";"100";"Pouet";"";"";"Semtex";"c\compact-music-disk-1-semtex";"musicdisk";"";"http://content.pouet.net/files/screenshots/00051/00051528.jpg";"n/a";"Compact Music Disk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51528";"compact music disk 1 compactmusicdisk1 semtex compactmusicdisk1semtex"
"CompilationDisk\CompilationDisk.Slave";"NoError";"Compilation Disk ? 1990 PowerLords.";"Compilation Disk";"PowerLords";"0";"C\CompilationDisk_v1.0_PowerLords.lha";"CompilationDisk";"CompilationDisk";"0";"whdload";"524288";"885554";"CompilationDisk";"OCS/ECS";"";"";"";"";"";"compilation disk power lords";"Exact";"100";"Demos Custom";;;"PowerLords";;"";"";;"";"Compilation Disk";"ECS/OCS";;"compilation disk compilationdisk power lords compilationdiskpowerlords"
"Complete\Complete.Slave";"NoError, EmulTrap, ClearMem";"The Complete ? 1992 Talent.";"The Complete";"1992 Talent";"0";"C\Complete_v1.0_Talent.lha";"Complete";"Complete";"0";"whdload";"524288";"918874";"Complete";"OCS/ECS";"";"";"";"";"";"the complete talent";"Exact";"100";"Pouet";"";"";"talent";"t\the-complete-talent";"musicdisk";"";"http://content.pouet.net/files/screenshots/00021/00021410.png";"n/a";"The Complete";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=21410";"the complete thecomplete talent thecompletetalent"
"ConceptCriminosical\ConceptCriminosical.Slave";"NoError, EmulTrap, ClearMem";"Concept Criminosical ? 1993 Ruthless.";"Concept Criminosical";"1993 Ruthless";"0";"C\ConceptCriminosical_v1.0_Ruthless.lha";"ConceptCriminosical";"ConceptCriminosical";"0";"whdload";"524288";"547841";"ConceptCriminosical";"OCS/ECS";"";"";"";"";"";"concept criminosical ruthless";"Exact";"100";"Pouet";"";"";"Ruthless";"c\concept-criminosical-ruthless";"musicdisk";"";"http://content.pouet.net/files/screenshots/00033/00033385.png";"1993";"Concept Criminosical";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=33385";"concept criminosical conceptcriminosical ruthless conceptcriminosicalruthless"
"ContactIntro\ContactIntro.Slave";"NoError, EmulPriv, Examine";"";"Contact intro";"BRONX!";"262144";"C\ContactIntro_v1.0_Bronx.lha";"ContactIntro";"ContactIntro";"0";"whdload";"524288";"218022";"Contact";"OCS/ECS";"";"";"";"Intro";"";"ankara section contact intro bronx";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Bronx";;"Intro";"";;"92";"Ankara Section Contact Intro";;;"ankara section contact intro ankarasectioncontactintro bronx ankarasectioncontactintrobronx"
"Contravention\Contravention.Slave";"NoError, EmulTrap";"Contravention (c) 1992 Reality - 1 disk. Download from";"Contravention";"1992 Reality";"524288";"C\Contravention_v1.0_Reality.lha";"Contravention";"Contravention";"0";"whdload";"524288";"202371";"Contravention";"OCS/ECS";"";"";"";"";"";"contravention reality";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Reality";;"Demo";"";;"";"Contravention";;;"contravention contravention reality contraventionreality"
"ControlAGA\ControlAGA.slave";"Disk, NoError, Req68020, ReqAGA";"";"Control";"1995 Oxygene";"802816";"C\Control_v1.4_Oxygene_AGA.lha";"ControlAGA";"ControlAGA";"0";"whdload";"2088960";"1814269";"Control";"AGA";"";"";"";"";"";"control aga oxygene";"Best";"2.980278";"Pouet";"amiga demo";"1st";"Oxygene";"c\control-oxygene";"demo";"Gasp 1995";"http://content.pouet.net/files/screenshots/00003/00003031.jpg";"august 1995";"control";"Amiga AGA";"http://www.pouet.net/prod.php?which=3031";"control control oxygene controloxygene"
"CopperCabana\CopperCabana.Slave";"NoError, EmulTrap, ClearMem";"Copper Cabana ? 1988 Quadlite.";"Coppr Cabana";"1988 Quadlite";"0";"C\CopperCabana_v1.0_Quadlite.lha";"CopperCabana";"CopperCabana";"0";"whdload";"524288";"123879";"CopperCabana";"OCS/ECS";"";"";"";"";"";"copper cabana coppr quadlite";"Best";"2.990378";"Pouet";"n/a";"n/a";"Quadlite";"c\copper-cabana-quadlite";"demo";"CeBIT Demo Competition 1988";"http://content.pouet.net/files/screenshots/00014/00014476.png";"march 1988";"copper cabana";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14476";"copper cabana coppercabana quadlite coppercabanaquadlite"
"CopperMaster\CopperMaster.slave";"NoError, EmulTrap, ClearMem";"Coppermaster, ?1990 Angels";"Copper Master";"1990 Angels";"0";"C\CopperMaster_v1.2_Angels.lha";"CopperMaster";"CopperMaster";"0";"whdload";"524288";"161143";"CopperMaster";"OCS/ECS";"";"";"";"";"";"copper master angels";"Exact";"100";"Pouet";"";"";"Angels";"c\copper-master-angels";"demo";"";"http://content.pouet.net/files/screenshots/00003/00003422.jpg";"october 1990";"Copper master";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3422";"copper master coppermaster angels coppermasterangels"
"CopperSlave\CopperSlave.Slave";"NoError, EmulTrap, ClearMem";"Copper Slave ? 1992 Ram Jam.";"Copper Slave";"1992 Ram Jam";"524288";"C\CopperSlave_v1.0_RamJam.lha";"CopperSlave";"CopperSlave";"0";"whdload";"524288";"174645";"CopperSlave";"OCS/ECS";"";"";"";"";"";"copper slave ram jam";"Exact";"100";"Pouet";"";"";"Ram Jam";"c\copper-slave-ram-jam";"demo";"";"http://content.pouet.net/files/screenshots/00002/00002663.png";"may 1992";"copper slave";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2663";"copper slave copperslave ram jam copperslaveramjam"
"CrayonShinchan\CrayonShinchan.Slave";"NoError";"Crayon Shinchan ? 1993 Melon Dezign - 1 disk";"Crayon Shinchan";"1993 Melon Dezign";"0";"C\CrayonShinchan_v1.1_MelonDezign.lha";"CrayonShinchan";"CrayonShinchan";"0";"whdload";"528384";"913996";"CrayonShinchan";"OCS/ECS";"";"";"";"";"";"crayon shinchan melon dezign";"Exact";"100";"Pouet";"";"";"Melon Dezign";"c\crayon-shinchan-melon-dezign";"demo";"";"http://content.pouet.net/files/screenshots/00001/00001713.gif";"november 1993";"Crayon Shinchan";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=1713";"crayon shinchan crayonshinchan melon dezign crayonshinchanmelondezign"
"CrazySexyCoolAGA\CrazySexyCoolAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Crazy Sexy Cool ? 1995 Essence";"Crazy Sexy Cool";"1995 Essence";"1511424";"C\CrazySexyCool_v1.0_Essence_AGA.lha";"CrazySexyCoolAGA";"CrazySexyCoolAGA";"0";"whdload";"1138688";"891644";"CrazySexyCool";"AGA";"";"";"";"";"";"crazy sexy cool aga essence";"Best";"3.273066";"Pouet";"amiga demo";"5th";"essence";"c\crazy-sexy-cool-essence";"demo";"The Party 1995";"http://content.pouet.net/files/screenshots/00003/00003819.jpg";"december 1995";"Crazy Sexy Cool";"Amiga AGA";"http://www.pouet.net/prod.php?which=3819";"crazy sexy cool crazysexycool essence crazysexycoolessence"
"CrazySounds2\CrazySounds2.Slave";"NoError, EmulTrap, ClearMem";"Crazy Sounds 2 ? 1989 Team-X.";"Crazy Sounds 2";"1989 Team-X";"0";"C\CrazySounds2_v1.0_TeamX.lha";"CrazySounds2";"CrazySounds2";"0";"whdload";"524288";"1191289";"CrazySounds2";"OCS/ECS";"";"";"";"";"";"crazy sounds 2 team";"Best";"3.484353";"Pouet";"";"";"Team-X";"c\crazy-sounds-ii-team-x";"musicdisk";"";"http://content.pouet.net/files/screenshots/00021/00021403.png";"n/a";"Crazy Sounds II";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=21403";"crazy sounds 2 crazysounds2 team x crazysoundsiiteamx"
"CreamyCranium1\CreamyCranium1.Slave";"NoError, EmulTrap, ClearMem";"Creamy Cranium 1 ? 1991 Strangers.";"Creamy Cranium 1";"1991 Strangers";"0";"C\CreamyCranium1_v1.0_Strangers.lha";"CreamyCranium1";"CreamyCranium1";"0";"whdload";"524288";"919611";"CreamyCranium1";"OCS/ECS";"";"";"";"";"";"creamy cranium 1 strangers";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Strangers";;"Musicdisk";"";;"";"Creamy Cranium 1";;;"creamy cranium 1 creamycranium1 strangers creamycranium1strangers"
"CrystalSymphonies\CrystalSymphonies.slave";"NoError, EmulTrap, ClearMem";"Crystal Symphonies ? 1991 Phenomena, Scoopex,";"Crystal Symphonies";"1991 Phenomena, Scoopex, Rebels";"0";"C\CrystalSymphonies_v1.2_Phenomena.lha";"CrystalSymphonies";"CrystalSymphonies";"0";"whdload";"524288";"914235";"CrystalSymphonies";"OCS/ECS";"";"";"";"";"";"crystal symphonies phenomena";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Phenomena";;"Musicdisk";"";;"8/91";"Crystal Symphonies";;;"crystal symphonies crystalsymphonies phenomena crystalsymphoniesphenomena"
"CrystalSymphonies2\CrystalSymphonies2.slave";"NoError, EmulTrap, ClearMem";"Crystal Symphonies 2 ? 1992 Phenomena - 1 disk";"Crystal Symphonies 2";"1992 Phenomena";"0";"C\CrystalSymphonies2_v1.2_Phenomena.lha";"CrystalSymphonies2";"CrystalSymphonies2";"0";"whdload";"524288";"914270";"CrystalSymphonies2";"OCS/ECS";"";"";"";"";"";"crystal symphonies 2 phenomena";"Exact";"100";"Pouet";"";"";"Phenomena";"c\crystal-symphonies-2-phenomena";"musicdisk";"";"http://content.pouet.net/files/screenshots/00003/00003097.png";"1992";"Crystal Symphonies 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3097";"crystal symphonies 2 crystalsymphonies2 phenomena crystalsymphonies2phenomena"
"Curiosity\Curiosity.Slave";"NoError";"Curiosity ? 1991 Pseudodos.";"Curiosity";"1991 Pseudodos";"0";"C\Curiosity_v1.0_Pseudodos.lha";"Curiosity";"Curiosity";"0";"whdload";"532480";"294448";"Curiosity";"OCS/ECS";"";"";"";"";"";"curiosity pseudodos";"Exact";"100";"Pouet";"";"";"Pseudodos";"c\curiosity-pseudodos";"demo";"";"http://content.pouet.net/files/screenshots/00028/00028405.png";"1992";"Curiosity";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28405";"curiosity curiosity pseudodos curiositypseudodos"
"Cutcreations\Cutcreations.Slave";"NoError, EmulTrap, ClearMem";"Cutcreations ? 1992 Static Bytes.";"Cutcreations";"1992 Static Bytes";"0";"C\Cutcreations_v1.0_StaticBytes.lha";"Cutcreations";"Cutcreations";"0";"whdload";"524288";"909655";"Cutcreations";"OCS/ECS";"";"";"";"";"";"cutcreations static bytes";"Exact";"100";"Pouet";"";"";"Static bytes";"c\cutcreations-static-bytes";"musicdisk";"";"http://content.pouet.net/files/screenshots/00013/00013005.png";"february 1992";"cutcreations";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=13005";"cutcreations cutcreations static bytes cutcreationsstaticbytes"
"CyberSounds\CyberSounds.Slave";"NoError, EmulTrap, ClearMem";"Cyber Sounds 1991 Bastards.";"Cyber Sounds";"1991 Bastards";"0";"C\CyberSounds_v1.0_Bastards.lha";"CyberSounds";"CyberSounds";"0";"whdload";"524288";"920121";"CyberSounds";"OCS/ECS";"";"";"";"";"";"cyber sounds bastards";"Exact";"100";"Pouet";"";"";"Bastards";"c\cyber-sounds-bastards";"musicdisk";"";"http://content.pouet.net/files/screenshots/00052/00052171.png";"december 1991";"Cyber Sounds";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=52171";"cyber sounds cybersounds bastards cybersoundsbastards"
"DanceDiverseVol1\DanceDiverseVol1.Slave";"NoError, EmulTrap, ClearMem";"Dance Diverse Vol.1 ? 1993 Majic 12.";"Dance Diverse Vol.1";"1993 Majic 12";"524288";"D\DanceDiverseVol1_v1.0_Majic12.lha";"DanceDiverseVol1";"DanceDiverseVol1";"0";"whdload";"524288";"887129";"DanceDiverseVol1";"OCS/ECS";"";"";"";"";"";"dance diverse vol 1 majic 12";"Exact";"100";"Pouet";"";"";"majic 12";"d\dance-diverse-vol-1-majic-12";"musicdisk";"";"http://content.pouet.net/files/screenshots/00012/00012456.jpg";"1993";"Dance Diverse Vol 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12456";"dance diverse vol 1 dancediversevol1 majic 12 dancediversevol1majic12"
"DanceTrance\DanceTrance.Slave";"NoError, EmulTrap, ClearMem";"Dance Trance ? 1992 Interactive.";"Dance Trance";"1992 Interactive";"0";"D\DanceTrance_v1.0_Interactive.lha";"DanceTrance";"DanceTrance";"0";"whdload";"524288";"919039";"DanceTrance";"OCS/ECS";"";"";"";"";"";"dance trance interactive";"Best";"4.923716";"Pouet";"";"";"Interactive";"d\dance-trance-i-interactive";"musicdisk";"";"http://content.pouet.net/files/screenshots/00048/00048911.png";"1992";"Dance Trance I";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48911";"dance trance 1 dancetrance1 interactive dancetranceiinteractive"
"DanceTrance2\DanceTrance2.Slave";"NoError, EmulTrap, ClearMem";"Dance Trance 2 ? 1993 Interactive.";"Dance Trance 2";"1993 Interactive";"524288";"D\DanceTrance2_v1.0_Interactive.lha";"DanceTrance2";"DanceTrance2";"0";"whdload";"524288";"1820064";"DanceTrance2";"OCS/ECS";"";"";"";"";"";"dance trance ii interactive";"Exact";"100";"Pouet";"";"";"Interactive";"d\dance-trance-ii-interactive";"musicdisk";"";"http://content.pouet.net/files/screenshots/00048/00048912.png";"1993";"Dance Trance II";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48912";"dance trance 2 dancetrance2 interactive dancetranceiiinteractive"
"DANE\DANE.slave";"Disk, NoError, EmulTrap";"D.A.N.E. ? 1993 Kefrens.";"";"";"";"D\DANE_v1.1_Kefrens.lha";"DANE";"DANE";"0";"whdload";"1048576";"911997";"DANE";"OCS/ECS";"";"";"";"";"";"dane";"Exact";"100";"Pouet";"amiga demo";"5th";"Kefrens";"d\dane-kefrens";"demo";"The Computer Crossroad 1993";"http://content.pouet.net/files/screenshots/00002/00002598.png";"may 1993";"D.A.N.E";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2598";"dane dane kefrens danekefrens"
"DanishKnowHow\DanishKnowHow.Slave";"NoError, EmulTrap, ClearMem";"Danish Know-How ? 1990 Flash Production.";"Danish Know-How";"1990 Flash Production";"0";"D\DanishKnowHow_v1.0_FlashProduction.lha";"DanishKnowHow";"DanishKnowHow";"0";"whdload";"524288";"542430";"DanishKnowHow";"OCS/ECS";"";"";"";"";"";"danish know how flash production";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Flash Production";;"Demo";"Kefrens and Dexion Party";;"";"Danish Know How";;;"danish know how danishknowhow flash production danishknowhowflashproduction"
"Darkroom\Darkroom.Slave";"NoError, EmulTrap, ClearMem";"Darkroom ? 1994 Stellar.";"Darkroom";"1994 Stellar";"0";"D\Darkroom_v1.0_Stellar.lha";"Darkroom";"Darkroom";"0";"whdload";"524288";"60493";"Darkroom";"OCS/ECS";"";"";"";"";"";"darkroom stellar";"Exact";"100";"Pouet";"amiga 40k";"3rd";"Stellar";"d\darkroom-stellar";"40k";"Assembly 1994";"http://content.pouet.net/files/screenshots/00003/00003452.jpg";"august 1994";"darkroom";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3452";"darkroom darkroom stellar darkroomstellar"
"DarksideAGA\DarksideAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Darkside ? 1996 The Black Lotus";"Darkside";"1996 The Black Lotus";"3899392";"D\Darkside_v1.0_BlackLotus_AGA.lha";"DarksideAGA";"DarksideAGA";"0";"whdload";"1875968";"1741592";"Darkside";"AGA";"";"";"";"";"";"darkside aga the black lotus";"Best";"3.421612";"Pouet";"amiga demo";"1st";"The Black Lotus";"d\darkside-the-black-lotus";"demo";"Remedy 1996";"http://content.pouet.net/files/screenshots/00003/00003588.jpg";"june 1996";"Darkside";"Amiga AGA";"http://www.pouet.net/prod.php?which=3588";"darkside darkside the black lotus darksidetheblacklotus"
"Darktro\Darktro.Slave";"NoError, EmulTrap, ClearMem";"Darktro ? 1992 Darkness.";"Darktro";"1992 Darkness";"0";"D\Darktro_v1.0_Darkness.lha";"Darktro";"Darktro";"0";"whdload";"524288";"72794";"Darktro";"OCS/ECS";"";"";"";"";"";"darktro darkness";"Exact";"100";"Demos Custom";;;"Darkness";;"Intro";"";;"1992";"Darktro";"ECS/OCS";;"darktro darktro darkness darktrodarkness"
"DayOfReckoning\DayOfReckoning.Slave";"NoError, ClearMem";"Day Of Reckoning ? 1992 Digital";"The Day Of Reckoning";"1992 Digital";"4096";"D\DayOfReckoning_v1.0_Digital.lha";"DayOfReckoning";"DayOfReckoning";"0";"whdload";"524288";"843044";"DayOfReckoning";"OCS/ECS";"";"";"";"";"";"day of reckoning the digital";"Best";"4.260435";"Pouet";"amiga demo";"1st";"Digital";"d\day-of-reckoning-digital";"demo";"Analogy Hitech Party 1992";"http://content.pouet.net/files/screenshots/00008/00008082.gif";"december 1992";"Day of Reckoning";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8082";"day of reckoning dayofreckoning digital dayofreckoningdigital"
"DeadlyJammin2\DeadlyJammin2.Slave";"NoError, EmulTrap";"Deadly Jammin 2 ? 1989 Deathstar.";"Deadly Jammin II";"1989 Deathstar";"0";"D\DeadlyJammin2_v1.0_Deathstar.lha";"DeadlyJammin2";"DeadlyJammin2";"0";"whdload";"524288";"913275";"DeadlyJammin2";"OCS/ECS";"";"";"";"";"";"deadly jammin 2 deathstar";"Exact";"100";"Pouet";"";"";"Deathstar";"d\deadly-jammin-2-deathstar";"musicdisk";"";"http://content.pouet.net/files/screenshots/00013/00013401.png";"july 1989";"Deadly Jammin 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=13401";"deadly jammin 2 deadlyjammin2 deathstar deadlyjammin2deathstar"
"DecayingParadise\DecayingParadise.Slave";"Disk, NoError, EmulTrap, ClearMem";"Decaying Paradise ? 1991 Andromeda";"Decaying Paradise";"1991 Andromeda";"270336";"D\DecayingParadise_v1.0_Andromeda.lha";"DecayingParadise";"DecayingParadise";"0";"whdload";"524288";"919635";"DecayingParadise";"OCS/ECS";"";"";"";"";"";"decaying paradise andromeda";"Exact";"100";"Pouet";"amiga demo";"4th";"Andromeda";"d\decaying-paradise-andromeda";"demo";"Amega 1991";"http://content.pouet.net/files/screenshots/00003/00003453.png";"june 1991";"decaying paradise";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3453";"decaying paradise decayingparadise andromeda decayingparadiseandromeda"
"DecibelOverload\DecibelOverload.Slave";"NoError, EmulTrap, ClearMem";"Decibel Overload ? 1992 Cue-X.";"Decibel Overload";"1992 Cue-X";"0";"D\DecibelOverload_v1.0_CueX.lha";"DecibelOverload";"DecibelOverload";"0";"whdload";"524288";"920268";"DecibelOverload";"OCS/ECS";"";"";"";"";"";"decibel overload cue";"Best";"4.523201";"Pouet";"";"";"Cue-X Developments";"d\decibel-overload-cue-x-developments";"musicdisk";"";"http://content.pouet.net/files/screenshots/00055/00055014.png";"august 1992";"Decibel overload";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=55014";"decibel overload decibeloverload cue x developments decibeloverloadcuexdevelopments"
"Deepcore\Deepcore.Slave";"NoError, EmulTrap, ClearMem";"Deepcore ? 1992 Balance.";"Deepcore";"1992 Balance";"0";"D\Deepcore_v1.0_Balance.lha";"Deepcore";"Deepcore";"0";"whdload";"524288";"528089";"Deepcore";"OCS/ECS";"";"";"";"";"";"deepcore balance";"Exact";"100";"Pouet";"amiga demo";"n/a";"balance";"d\deep-core-balance";"demo";"Hurricane &amp";"http://content.pouet.net/files/screenshots/00012/00012016.jpg";"july 1992";"Deep Core";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12016";"deep core deepcore balance deepcorebalance"
"Deformations\Deformations.slave";"Disk, NoError, EmulTrap";"Deformations ? 1992 Deform.";"";"";"";"D\Deformations_v1.0_Deform.lha";"Deformations";"Deformations";"0";"whdload";"524288";"917495";"Deformations";"OCS/ECS";"";"";"";"";"";"deformations";"Exact";"100";"Pouet";"amiga demo";"1st";"Deform";"d\deformations-deform";"demo";"Warszawa 1992";"http://content.pouet.net/files/screenshots/00051/00051805.png";"march 1992";"Deformations";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51805";"deformations deformations deform deformationsdeform"
"DejaVu\DejaVu.slave";"NoError, EmulTrap";"Deja Vu by Anarchy (c) 1992 - 1 disk.";"Deja Vu";"1992 Anarchy";"4096";"D\DejaVu_v1.1_Anarchy.lha";"DejaVu";"DejaVu";"0";"whdload";"524288";"678267";"DejaVu";"OCS/ECS";"";"";"";"";"";"deja vu anarchy";"Exact";"100";"Pouet";"amiga demo";"1st";"Anarchy";"d\deja-vu-anarchy";"demo";"Quartz Summer Conference 1992";"http://content.pouet.net/files/screenshots/00005/00005860.gif";"august 1992";"Deja Vu";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5860";"deja vu dejavu anarchy dejavuanarchy"
"DelicateSounds\DelicateSounds.Slave";"NoError, EmulTrap";"Delicate Sounds ? 1990 Razor 1911.";"Delicate Sounds";"1990 Razor 1911";"0";"D\DelicateSounds_v1.0_Razor1911.lha";"DelicateSounds";"DelicateSounds";"0";"whdload";"524288";"913460";"DelicateSounds";"OCS/ECS";"";"";"";"";"";"delicate sounds razor";"Best";"3.780209";"Pouet";"";"";"Razor 1911";"d\delicate-sounds-razor-1911";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009679.png";"february 1990";"delicate sounds";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9679";"delicate sounds delicatesounds razor 1911 delicatesoundsrazor1911"
