"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"Query"
"0";"286705";"F\FatalMission\FatalMission.slave";"";"0";"FatalMission";"Fatal Mission";"1991 Robin Burrows <rburrows@bigfoot.com>";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FatalMission";"OCS/ECS";"";"";"";"";"fatal mission"
"NoError, ClearMem";"3592567";"F\FateGatesOfDawn\FateGatesOfDawn.Slave";"Fate: Gates Of Dawn ?1991 reLINE";"0";"FateGatesOfDawn";"Fate: Gates of Dawn";"1991 reLINE";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FateGatesOfDawn";"OCS/ECS";"";"";"";"";"fate gates of dawn english"
"Disk, NoError, EmulTrap";"3635276";"F\FatmanCapedConsumerAGA\FatmanCapedConsumerAGA.Slave";"";"0";"FatmanCapedConsumerAGA";"Fatman - The Caped Consumer (AGA)";"1992 Black Legend";"2093056";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"FatmanCapedConsumer";"AGA";"";"";"";"";"fatman caped consumer the english"
"Disk, NoError";"2755293";"F\FearsAGA\FearsAGA.slave";"Fears floppy & CD?? ? 1995 Bomb Software";"0";"FearsAGA";"Fears";"1995 Manyk";"2088960";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"Fears";"AGA";"";"";"";"";"fears english"
"Disk, NoError, EmulTrap, NoDivZero";"963121";"F\FederationOfFreeTraders\FederationOfFreeTraders.slave";"Federation Of Free Traders ? 1990 Gremlin";"0";"FederationOfFreeTraders";"Federation Of Free Traders";"1990 Gremlin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FederationOfFreeTraders";"OCS/ECS";"";"";"";"";"federation of free traders english"
"NoError, EmulPriv, ClearMem, Examine";"754272";"F\FemmeFatale\FemmeFatale.Slave";"Femme Fatale V3.0 ? 1991 Graphic Expressions";"0";"FemmeFatale";"Femme Fatale";"1991 Graphic Expressions";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FemmeFatale";"OCS/ECS";"";"";"";"";"femme fatale english"
"NoError, EmulPriv, ClearMem, Examine";"1423053";"F\FemmeFatale&DataDisk\FemmeFatale&DataDisk.Slave";"Femme Fatale V3.0 ? 1991 Graphic Expressions";"0";"FemmeFatale&DataDisk";"Femme Fatale";"1991 Graphic Expressions";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FemmeFatale&DataDisk";"OCS/ECS";"";"";"";"";"femme fatale data english"
"NoError, ClearMem";"346834";"F\FernandezMustDie\FernandezMustDie.Slave";"Fernandez Must Die ? 1988 Mirrorsoft/Imageworks";"0";"FernandezMustDie";"Fernandez Must Die";"1988 Mirrorsoft/Imageworks";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FernandezMustDie";"OCS/ECS";"";"";"";"";"fernandez must die english"
"NoError, EmulPriv, ClearMem, Examine";"901992";"F\FerrariFormulaOne\FerrariFormulaOne.slave";"Ferrari Formula One ? 1988 Electronic Arts.";"0";"FerrariFormulaOne";"Ferrari Formula One";"1988 Electronic Arts";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FerrariFormulaOne";"OCS/ECS";"";"";"";"";"ferrari formula one english"
"NoError, EmulPriv";"916054";"F\Feud\Feud.Slave";"Feud ? 1987 Bulldog.";"0";"Feud";"Feud";"1987 Bulldog";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Feud";"OCS/ECS";"";"";"";"";"feud english"
"NoError, EmulPriv, ClearMem, Examine";"1017984";"F\FidelityChessmaster2100\FidelityChessmaster2100.Slave";"Chessmaster 2100 ?1990 The Software Toolworks";"0";"FidelityChessmaster2100";"Chessmaster 2100";"1990 The Software Toolworks";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FidelityChessmaster2100";"OCS/ECS";"";"";"";"";"fidelity chessmaster 2100 english"
"NoError, EmulPriv, ClearMem, Examine";"2079463";"F\FiendishFreddysBigTopOFun\FiendishFreddysBigTopOFun.Slave";"Friendish Freddy's Big Top'o Fun ? 1989 Gray Matter/Minscape.";"0";"FiendishFreddysBigTopOFun";"Fiendish Freddy";"1989 Gray Matter/Mindscape";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FiendishFreddysBigTopOFun";"OCS/ECS";"";"";"";"";"fiendish freddys big top ofun freddy english"
"NoError, EmulPriv";"1984973";"F\FIFAInternationalSoccer\FIFAInternationalSoccer.slave";"";"0";"FIFAInternationalSoccer";"Fifa International Soccer";"1993-1994 Electronic Arts";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FIFAInternationalSoccer";"OCS/ECS";"";"";"";"";"fifainternational soccer fifa international english"
"Disk, NoError, EmulTrap";"2019492";"F\FighterBomber\FighterBomber.slave";"Fighter Bomber ? 1989 Activision";"0";"FighterBomber";"-> F I G H T E R  B O M B E R <-";"1989 Activision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FighterBomber";"OCS/ECS";"";"";"";"";"fighter bomber 1 english"
"Disk, NoError, EmulTrap";"1112635";"F\FighterBomberAM\FighterBomberAM.slave";"Fighter Bomber - Advanced Missions ? 1989";"0";"FighterBomberAM";"-> Fighter Bomber - Advanced Missions <-";"1989 Activision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FighterBomberAM";"OCS/ECS";"";"";"";"";"fighter bomber"
"NoError, NoDivZero, EmulPriv, Examine";"2456352";"F\FighterDuelPro\FighterDuelPro.Slave";"Fighter Duel Pro ? 1992 Jaeger Software.";"0";"FighterDuelPro";"Fighter Duel Pro";"1992 Jaeger Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FighterDuelPro";"OCS/ECS";"";"";"";"";"fighter duel pro english"
"NoError, EmulTrap, ClearMem";"932812";"F\FightingSoccerNTSC\FightingSoccerNTSC.slave";"Fighting Soccer ? 1989 Activision.";"0";"FightingSoccerNTSC";"Fighting Soccer";"Activision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FightingSoccer";"OCS/ECS";"";"";"";"NTSC";"fighting soccer english"
"NoError, EmulTrap, Req68020, ReqAGA, ClearMem";"4093252";"F\FightinSpiritAGA\FightinSpiritAGA.Slave";"Fightin' Spirit ? 1996 Neo";"0";"FightinSpiritAGA";"Fightin";"1996 Neo";"1777664";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"FightinSpirit";"AGA";"";"";"";"";"fightin spirit english"
"NoError, EmulPriv";"715821";"F\FinalAssault\FinalAssault.Slave";"Final Assault ? 1988 Epyx, 1 disk";"0";"FinalAssault";"Final Assault";"1998 Epyx";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FinalAssault";"OCS/ECS";"";"";"";"";"final assault english"
"NoError, EmulPriv";"796567";"F\FinalBattle\FinalBattle.slave";"The Final Battle by Mirrorsoft (c) 1990 - 1 disk.";"0";"FinalBattle";"The Final Battle";"1990 Mirrorsoft";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FinalBattle";"OCS/ECS";"";"";"";"";"final battle the english"
"Disk, NoError, EmulTrap";"916327";"F\FinalBlow\FinalBlow.slave";"Final Blow ? 1991 Sales Curve.";"0";"FinalBlow";"";"";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FinalBlow";"OCS/ECS";"";"";"";"";"final blow english"
"NoError, EmulPriv, Examine";"1173134";"F\FinalCountdown\FinalCountdown.Slave";"Final Countdown ? 1989 Demonware/Global Software.";"0";"FinalCountdown";"Final Countdown";"1989 Demonware/Global Software. ";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FinalCountdown";"OCS/ECS";"";"";"";"";"final countdown english"
"NoError, EmulTrap";"2117031";"F\FinalFight\FinalFight.Slave";"";"0";"FinalFight";"Final Fight";"1991 Capcom";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FinalFight";"OCS/ECS";"";"";"";"";"final fight english"
"NoError, EmulTrap";"829980";"F\Fire&Brimstone\Fire&Brimstone.slave";"Fire and Brimstone by Microprose (c) 1990 - 1 disk.";"0";"Fire&Brimstone";"Fire & Brimstone";"1990 Microprose";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Fire&Brimstone";"OCS/ECS";"";"";"";"";"fire and brimstone"
"NoError, EmulPriv";"925117";"F\Fire&Forget\Fire&Forget.Slave";"Fire and Forget ? 1988 Titus.";"0";"Fire&Forget";"Fire And Forget";"89 Titus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Fire&Forget";"OCS/ECS";"";"";"";"";"fire forget"
"NoError, EmulPriv";"915218";"F\Fire&Forget2\Fire&Forget2.Slave";"Fire And Forget 2 ? 1990 Titus.";"0";"Fire&Forget2";"Fire And Forget 2";"1990 Titus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Fire&Forget2";"OCS/ECS";"";"";"";"";"fire forget ii the death convoy"
"NoError, EmulTrap, NoDivZero, EmulTrapV, ClearMem";"1843444";"F\Fire&Ice\Fire&Ice.slave";"Fire And Ice ? 1990-1994 Graftgold";"0";"Fire&Ice";"Fire And Ice";"1991 Graftgold";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Fire&Ice";"OCS/ECS";"";"";"";"";"fire ice and english"
"NoError, EmulTrap";"213031";"F\Fire&IceXmasDemo\Fire&IceXmasDemo.Slave";"Fire & Ice - XMAS ? 1990-92 Graftgold - 1 disk";"0";"Fire&IceXmasDemo";"Fire & Ice - Christmas Edition";"1990-92 Graftgold Ltd.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Fire&IceXmas";"OCS/ECS";"";"";"Demo";"";"fire and ice"
"NoError, EmulTrap, ClearMem";"846013";"F\FireAndBrimstone\FireAndBrimstone.Slave";"Fire and Brimstone by Microprose (c) 1990 - 1 disk.";"0";"FireAndBrimstone";"Fire & Brimstone";"1990 Microprose";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FireAndBrimstone";"OCS/ECS";"";"";"";"";"fire and brimstone english"
"NoError, ClearMem";"244719";"F\Fireblaster\Fireblaster.Slave";"Fireblaster ? 1986 Paradox Software Ltd";"0";"Fireblaster";"Fireblaster";"1986 Paradox Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Fireblaster";"OCS/ECS";"";"";"";"";"fireblaster english"
"NoError, EmulTrap, EmulLineF";"1221276";"F\FireForce\FireForce.slave";"Fire Force by ICE.";"0";"FireForce";"Fire Force";"1992 ICE";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FireForce";"OCS/ECS";"";"";"";"";"fire force english"
"Disk, NoError, EmulTrap";"490207";"F\Firehawk\FireHawk.Slave";"FireHawk ? 1993 Codemasters";"0";"Firehawk";"-+ F I R E H A W K +-";"1993 Codemasters";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Firehawk";"OCS/ECS";"";"";"";"";"firehawk 1 english"
"NoError, EmulPriv, Examine";"928514";"F\Firepower\Firepower.Slave";"FirePower (c) 1987 Silent Software/MicroIllusions";"0";"Firepower";"Fire Power";"1987 Silent Software/MicroIllusions";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Firepower";"OCS/ECS";"";"";"";"";"firepower fire power english"
"NoError, EmulPriv, Examine";"376958";"F\Firestar\Firestar.Slave";"Fire Star ? 1991 Trojan.";"0";"Firestar";"Fire Star";"1991 Trojan.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Firestar";"OCS/ECS";"";"";"";"";"firestar fire star english"
"NoError, EmulTrap, ClearMem";"917504";"F\FirstContact\FirstContact.slave";"First Contact ? 1990 Rainbird.";"0";"FirstContact";"First Contact";"1990 Rainbird";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FirstContact";"OCS/ECS";"";"";"";"";"first contact english"
"Disk, NoError, EmulTrap";"1872578";"F\FirstSamurai\FirstSamurai.Slave";"First Samurai ? 1991 Vivid Image.";"0";"FirstSamurai";"The First Samurai";"1991 Vivid Image";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FirstSamurai";"OCS/ECS";"";"";"";"";"first samurai the english"
"NoError, EmulPriv";"2739383";"F\Fish\Fish.Slave";"Fish! ? 1990 Magnetic Scrolls";"0";"Fish";"* *  * Magnetic Scrolls - Volume I *  * *";"1986-91 Magnetic Scrolls";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Fish";"OCS/ECS";"";"";"";"";"fish magnetic scrolls volume 1 english"
"NoError, EmulTrap";"915160";"F\FistFighter\FistFighter.slave";"Fist Fighter by Zeppelin Games (c) 1993 - 1 disk.";"0";"FistFighter";"Fist Fighter";"1993 Zeppelin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FistFighter";"OCS/ECS";"";"";"";"";"fist fighter english"
"NoError, NoDivZero, EmulPriv, ClearMem, Examine";"1331911";"F\FiveASideSoccer\FiveASideSoccer.Slave";"Five-A-Side Soccer ? 1998 Croteam";"0";"FiveASideSoccer";"Five-A-Side Soccer";"1998 Croteam";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FiveASideSoccer";"OCS/ECS";"";"";"";"";"five aside soccer side english"
"0";"1053455";"F\Flaschbier\Flaschbier.Slave";"Flaschbier or Flaschbier2 ? 1990 AlphaFlight.";"0";"Flaschbier";"Flaschbier / Flaschbier2";"1990 Alpha Flight";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Flaschbier";"OCS/ECS";"";"";"";"";"werner flaschbier"
"NoError, ClearMem";"2348589";"F\Flashback\Flashback.Slave";"Flashback ? 1992 Delphine Software";"0";"Flashback";"Flashback";"1992 Delphine Software";"425984";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Flashback";"OCS/ECS";"";"";"";"";"flashback english"
"NoError, EmulPriv, Examine";"8568201";"F\FlightOfTheAmazonQueen\FlightOfTheAmazonQueen.Slave";"Flight Of The Amazon Queen ? 1995 Renegade.";"0";"FlightOfTheAmazonQueen";"Flight Of The Amazon Queen";"1995 Interactive Binary Illusions";"1044480";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlightOfTheAmazonQueen";"OCS/ECS";"";"";"";"";"flight of the amazon queen english"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine, EmulIllegal";"1221738";"F\FlightOfTheIntruder\FlightOfTheIntruder.Slave";"Flight Of The Intruder ?1991 Spectrum HoloByte";"0";"FlightOfTheIntruder";"Flight Of The Intruder";"1991 Spectrum HoloByte";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlightOfTheIntruder";"OCS/ECS";"";"";"";"";"flight of the intruder english"
"NoError, EmulPriv, Examine";"598437";"F\FlightPath737\FlightPath737.Slave";"Flight Path 737 ? 1987 Anco.";"0";"FlightPath737";"Flight Path 737";"1987 Anco";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlightPath737";"OCS/ECS";"";"";"";"";"flight path 737 english"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"453541";"F\FlightSim2&SceneryDisk07\FlightSim2&SceneryDisk07.Slave";"Flight Simulator II ? 1986 subLOGIC";"0";"FlightSim2&SceneryDisk07";"Flight Simulator II";"1988 subLOGIC";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlightSim2&SceneryDisk07";"OCS/ECS";"";"";"";"";"flight sim 2 scenery 07 simulator english"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"575858";"F\FlightSim2&SceneryDisk09\FlightSim2&SceneryDisk09.Slave";"Flight Simulator II ? 1986 subLOGIC";"0";"FlightSim2&SceneryDisk09";"Flight Simulator II";"1988 subLOGIC";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlightSim2&SceneryDisk09";"OCS/ECS";"";"";"";"";"flight sim 2 scenery 09 simulator english"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"453541";"F\FlightSim2&SceneryDisk11\FlightSim2&SceneryDisk11.Slave";"Flight Simulator II ? 1986 subLOGIC";"0";"FlightSim2&SceneryDisk11";"Flight Simulator II";"1988 subLOGIC";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlightSim2&SceneryDisk11";"OCS/ECS";"";"";"";"";"flight sim 2 scenery 11 simulator english"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"512933";"F\FlightSim2&SceneryDisk12\FlightSim2&SceneryDisk12.Slave";"Flight Simulator II ? 1986 subLOGIC";"0";"FlightSim2&SceneryDisk12";"Flight Simulator II";"1988 subLOGIC";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlightSim2&SceneryDisk12";"OCS/ECS";"";"";"";"";"flight sim 2 scenery 12 simulator english"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"304305";"F\FlightSim2&SceneryDisk13\FlightSim2&SceneryDisk13.Slave";"Flight Simulator II ? 1986 subLOGIC";"0";"FlightSim2&SceneryDisk13";"Flight Simulator II";"1988 subLOGIC";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlightSim2&SceneryDisk13";"OCS/ECS";"";"";"";"";"flight sim 2 scenery 13 simulator english"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"422982";"F\FlightSim2&SceneryDisk14\FlightSim2&SceneryDisk14.Slave";"Flight Simulator II ? 1986 subLOGIC";"0";"FlightSim2&SceneryDisk14";"Flight Simulator II";"1988 subLOGIC";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlightSim2&SceneryDisk14";"OCS/ECS";"";"";"";"";"flight sim 2 scenery 14 simulator english"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"370589";"F\FlightSimulator2\FlightSimulator2.Slave";"Flight Simulator II ? 1986 subLOGIC";"0";"FlightSimulator2";"Flight Simulator II";"1988 subLOGIC";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlightSimulator2";"OCS/ECS";"";"";"";"";"flight simulator 2 english"
"NoError, EmulTrap, NoDivZero, EmulPriv, ClearMem, Examine";"393887";"F\FlightSimulator2&Hawaiian\FlightSim2&Hawaiian.Slave";"Flight Simulator II ? 1986 subLOGIC";"0";"FlightSimulator2&Hawaiian";"Flight Simulator II";"1988 subLOGIC";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlightSimulator2&Hawaiian";"OCS/ECS";"";"";"";"";"flight simulator 2 hawaiian english"
"Disk, NoError, EmulTrap";"921930";"F\FlimbosQuest\FlimbosQuest.slave";"Flimbo's Quest ? 1990 System 3.";"0";"FlimbosQuest";"Flimbo";"1990 System 3";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlimbosQuest";"OCS/ECS";"";"";"";"";"flimbos quest flimbo english"
"NoError, EmulTrap, ClearMem";"823585";"F\Flintstones\Flintstones.Slave";"The Flintstones by Grandslam/Teque (c) 1988 - 1 disk.";"0";"Flintstones";"The Flintstones";"1988 Grandslam";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Flintstones";"OCS/ECS";"";"";"";"";"flintstones the english"
"NoError, EmulPriv, Examine";"36669";"F\FlipFlop\FlipFlop.Slave";"Flip Flop (c) 1987 Kingsoft - 1 disk.";"0";"FlipFlop";"Flip Flop";"1987 Kingsoft";"262144";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"FlipFlop";"OCS/ECS";"";"";"";"";"flip flop english"
"Disk, NoError, EmulTrap";"957259";"F\Flipit&Magnose\Flipit&Magnose.slave";"Flip-it & Magnose (c) 1989 Expanding Minds/";"0";"Flipit&Magnose";"";"";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Flipit&Magnose";"OCS/ECS";"";"";"";"";"flip it magnose water carriers from mars"
"NoError, EmulPriv";"917211";"F\Flood\Flood.Slave";"Flood by Electronic Arts/Bullfrog (c) 1990 - 1 disk.";"0";"Flood";"Flood";"1990 Bullfrog";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Flood";"OCS/ECS";"";"";"";"";"flood english"
"NoError, EmulPriv, Examine";"1272647";"F\Floor13\Floor13.Slave";"Floor 13 ? 1992 P.S.I / Virgin, 2 disks";"0";"Floor13";"Floor 13";"1992 P.S.I. / Virgin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Floor13";"OCS/ECS";"";"";"";"";"floor 13 english"
